Customer Code,Capacity in KW,State,District,Latitude,Longitude,Total Cost (Rs),CFA (Rs),Commissioning Date(installation date),Approval Number,Financial Year,Installed by Agency
43483,37.44,MADHYA PRADESH,Bhopal,22.7069346,75.839959299999,0,898560.00,31-03-2017,5/25/2013-14/RT,2013-2014,M.P.Madhya Kshetra Vidyut Vitran Co.
43439,22.00,NCT OF DELHI,South,28.525721392596,77.206820547580,0,0.00,06-01-2017,---,---,RAYSUN POWER SOLUTIONS PVT LTD
43438,12.00,UTTAR PRADESH,Ghaziabad,28.6821165,77.444380700000,0,0.00,10-07-2016,---,---,RAYSUN POWER SOLUTIONS PVT LTD
43437,12.00,NCT OF DELHI,West,28.664068280179,77.114109992980,0,0.00,16-07-2016,---,---,RAYSUN POWER SOLUTIONS PVT LTD
43425,4.48,TAMIL NADU,Chennai,13.07,80.24,0,0.00,13-07-2017,---,---,SWELECT Energy Systems Limited
43421,3.00,NCT OF DELHI,West,28.709655976893,77.204312577378,175000,0.00,30-06-2017,---,---,VANSH ENTERPRISES
43420,70.00,JHARKHAND,Dhanbad,23.66,86.15,0,0.00,30-06-2017,---,---,SWELECT Energy Systems Limited
43410,30.00,MAHARASHTRA,Nashik,19.926114713098,73.935900349169,0,0.00,02-03-2017,---,---,APSUN Power Private Limited
43390,4.00,HARYANA,Kurukshetra,29.9496281,76.823920999999,0,0.00,10-05-2017,---,---,Akshay Premium Solar
43383,214.20,MAHARASHTRA,Solapur,17.6350073,75.913147900000,0,0.00,15-02-2017,---,---,APSUN Power Private Limited
43382,1.00,HARYANA,Kurukshetra,30.147570,76.986671,0,0.00,18-05-2017,---,---,Akshay Premium Solar
43380,94.50,MAHARASHTRA,Kolhapur,16.7088439,74.242784700000,0,0.00,10-02-2017,---,---,APSUN Power Private Limited
43375,20.00,TAMIL NADU,Thiruvarur,10.6606199,79.453512000000,1770825,450000.00,17-03-2017,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
43371,3.00,HARYANA,Kurukshetra,30.055624,76.792058,0,0.00,31-05-2017,---,---,Akshay Premium Solar
43344,49.50,GUJARAT,Ahmadabad,23.0557891,72.6611954,2489355,746807.00,07-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43338,1.00,GUJARAT,Morbi,22.800679,70.834309,69000,20700.00,09-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43334,2.00,GUJARAT,Vadodara,22.317616,73.151126,138000,41400.00,05-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43330,3640.00,KARNATAKA,Ramanagara,12.7818581,77.419238100000,0,0.00,15-07-2017,---,---,Renew Solar Energy Pvt. Ltd.
43327,688.00,HARYANA,Karnal,29.5514038,76.974368299999,0,0.00,30-06-2017,---,---,Renew Solar Energy Pvt. Ltd.
43325,1.00,GUJARAT,Ahmadabad,23.016381,72.477612,69000,20700.00,03-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43322,138.00,NCT OF DELHI,New Delhi,28.53947,77.19454,0,1656000.00,30-03-2017,3/10/2014-15/GCRT,2015-2016,Solar Energy Corporation of India
43318,406.00,MAHARASHTRA,Kolhapur,16.7572031,74.454504999999,0,0.00,30-06-2017,---,---,Renew Solar Energy Pvt. Ltd.
43315,50.00,NCT OF DELHI,New Delhi,28.5669,77.20708,0,600000.00,15-10-2016,3/10/2014-15/GCRT,2015-2016,Solar Energy Corporation of India
43310,100.00,MAHARASHTRA,Mumbai,19.7730208,74.479583699999,0,0.00,25-03-2017,---,---,Renew Solar Energy Pvt. Ltd.
43306,2000.00,RAJASTHAN,Bhilwara,25.2056574,74.610131599999,0,0.00,24-03-2017,---,---,Renew Solar Energy Pvt. Ltd.
43304,50.00,NCT OF DELHI,New Delhi,28.55037,77.18315,0,912000.00,30-03-2017,3/10/2014-15/GCRT,2015-2016,Solar Energy Corporation of India
43302,50.00,NCT OF DELHI,New Delhi,28.53947,77.19454,0,600000.00,30-03-2017,3/10/2014-15/GCRT,2015-2016,Solar Energy Corporation of India
43299,3.00,GUJARAT,Gandhinagar,23.231178,72.490055,207000,62100.00,07-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43297,144.00,NCT OF DELHI,New Delhi,28.56792,77.06852,0,1728000.00,24-03-2017,3/10/2014-15/GCRT,2015-2016,Solar Energy Corporation of India
43294,2.00,GUJARAT,Ahmadabad,22.943936,72.610689,138000,41400.00,03-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43285,73.70,TAMIL NADU,Tiruppur,11.110132073367,77.341014146804,6129000,0.00,20-05-2017,---,---,CONFAB PUMPS
43280,29.90,TAMIL NADU,Coimbatore,11.002564410591,76.987890496384,2430000,0.00,29-04-2017,---,---,CONFAB PUMPS
43275,4.30,TAMIL NADU,Coimbatore,11.086768491070,76.943894221913,522000,0.00,13-04-2017,---,---,CONFAB PUMPS
43269,3.00,CHANDIGARH,Chandigarh,30.737254,76.757274,240000,67500.00,13-05-2017,03/106/2015-16/GCRT,2016-2017,"Chandigarh Renewable Energy, Science & Technology Promotion Society (CREST)"
43264,25.00,MAHARASHTRA,Solapur,17.882445,75.020528300000,0,0.00,15-10-2016,---,---,Kirloskar Integrated Technologies Pvt Ltd
43263,3.00,MAHARASHTRA,Nashik,20.549611499999,74.518495900000,0,0.00,14-09-2016,---,---,Kirloskar Integrated Technologies Pvt Ltd
43262,3.00,MAHARASHTRA,Nashik,20.600717,74.200876,0,0.00,02-07-2016,---,---,Kirloskar Integrated Technologies Pvt Ltd
43228,26.00,MADHYA PRADESH,Bhopal,77.86547,22.7187,0,624000.00,28-12-2016,5/25/2013-14/RT,2013-2014,M.P.Madhya Kshetra Vidyut Vitran Co.
43211,2.00,GUJARAT,Vadodara,22.16311,73.12151,138000,41400.00,05-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43210,7.00,GUJARAT,Vadodara,22.18388,73.09450,483000,144900.00,01-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43208,3.00,GUJARAT,Vadodara,22.18381,73.09271,207000,62100.00,10-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43206,5.00,GUJARAT,Vadodara,22.16311,73.12021,345000,103500.00,05-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43205,10.00,GUJARAT,Vadodara,22.311095839241,73.163594305515,690000,207000.00,09-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43204,2.00,GUJARAT,Vadodara,22.20300,73.08300,138000,41400.00,03-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43202,3.00,GUJARAT,Vadodara,22.18510,73.10260,207000,62100.00,28-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43201,2.00,GUJARAT,Vadodara,22.202280,73.11121,138000,41400.00,04-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43200,2.00,GUJARAT,Vadodara,22.19287,73.12550,138000,41400.00,06-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43199,3.00,GUJARAT,Vadodara,22.16280,73.13051,207000,62100.00,10-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43196,2.00,GUJARAT,Vadodara,22.21405,73.10211,138000,41400.00,13-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43195,2.00,GUJARAT,Anand,22.33561,73.00033,138000,41400.00,24-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43193,1.00,GUJARAT,Vadodara,22.16525,73.10592,69000,20700.00,03-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43186,2.00,GUJARAT,Vadodara,22.16100,73.13031,138000,41400.00,10-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43185,1.00,GUJARAT,Vadodara,22.18311,73.12341,69000,20700.00,09-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43178,2.00,GUJARAT,Vadodara,22.21461,73.10130,138000,41400.00,04-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43177,2.00,GUJARAT,Vadodara,22.20181,73.12330,138000,41400.00,06-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43176,2.00,GUJARAT,Vadodara,22.20150,73.10581,138000,41400.00,15-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43175,6.00,GUJARAT,Vadodara,22.20550,73.13470,414000,124200.00,23-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43174,2.00,GUJARAT,Vadodara,22.19320,73.08380,138000,41400.00,15-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43173,7.50,GUJARAT,Vadodara,22.19260,73.09271,517500,155250.00,21-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43172,7.50,GUJARAT,Vadodara,22.19261,73.09271,517500,155250.00,21-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43171,7.50,GUJARAT,Vadodara,22.19260,73.09270,517500,155250.00,21-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43169,2.00,GUJARAT,Vadodara,22.26970,73.14988,138000,41400.00,15-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43164,2.00,GUJARAT,Vadodara,22.2703234,73.149527700000,138000,41400.00,15-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43162,47.00,GUJARAT,Vadodara,22.251419,73.088025600000,2538000,0.00,06-07-2017,---,---,ACVA Solar Pvt. Ltd
43161,2.00,GUJARAT,Vadodara,22.305207332242,73.167421817779,138000,41400.00,15-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43160,3.00,GUJARAT,Surat,21.188236,72.796307,207000,62100.00,25-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43159,2.00,GUJARAT,Surat,21.12391673,73.105069,138000,41400.00,12-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43157,3.60,GUJARAT,Surat,21.199951,72.874833,248399,74520.00,27-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43154,550.00,MAHARASHTRA,Ahmadnagar,19.10,72.90,0,0.00,30-03-2015,---,---,ENRICH ENERGY PVT LTD
43148,1.00,GUJARAT,Surat,21.18,72.79,69000,20700.00,17-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43143,2.00,GUJARAT,Surat,21.15,72.77,138000,41400.00,24-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43135,8.00,TAMIL NADU,Madurai,10.1043039,78.112966599999,595875,192000.00,01-09-2016,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
43129,23.92,KARNATAKA,Dakshina Kannada,12.8754356,74.8608127,1890000,0.00,13-04-2017,---,---,Sunray solar Systems
43118,2.00,GUJARAT,Surat,21.15,72.87,138000,41400.00,11-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43116,7.00,GUJARAT,Surat,21.17,72.77,483000,144900.00,31-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43112,4.00,GUJARAT,Surat,21.2281242,72.8337699,276000,82800.00,22-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43106,1.00,GUJARAT,Surat,21.195253699999,72.803585800000,69000,20700.00,29-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43103,6.00,GUJARAT,Bhavnagar,72.14,21.75,414000,124200.00,18-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43089,2.00,TAMIL NADU,Chennai,13.0368548,80.267646300000,185000,45000.00,06-08-2016,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
43075,2.00,GUJARAT,Bhavnagar,21.76,72.14,138000,41400.00,02-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43071,2.00,GUJARAT,Bhavnagar,21.77,72.15,138000,41400.00,17-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43055,2.00,KARNATAKA,Mysore,12.286906449791,76.602154076099,0,0.00,12-07-2017,---,---,TECHSER POWER SOLUTIONS PRIVATE LIMITED
43051,75.00,TAMIL NADU,Coimbatore,10.8340723,77.082469599999,6725250,1687500.00,23-12-2016,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
43049,3.00,TAMIL NADU,Chennai,12.4381144,80.096454499999,230000,0.00,18-07-2017,---,---,Vigor Solar Energy Pvt Ltd
43048,2.50,GUJARAT,Ahmadabad,23.011375,72.554334,172500,51750.00,28-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43047,99.30,TAMIL NADU,Coimbatore,11.0599767,76.944140999999,7300141,2234250.00,04-01-2017,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
43044,60.00,JHARKHAND,Pakaur,24.6337,87.8501,8280000,1350000.00,27-06-2016,03/73/2015-16/GCRT,2015-2016,Jharkhand Renewable Energy Development Agency (JREDA)
43034,95.00,TAMIL NADU,Coimbatore,10.9404984,76.742309400000,7125250,2137500.00,30-09-2016,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
43032,3.00,GUJARAT,Ahmadabad,23.086919626644,72.695984859019,207000,62100.00,22-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43030,25.00,TAMIL NADU,Coimbatore,10.9398728,76.747952100000,1875840,562500.00,27-09-2016,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
43027,3.00,MAHARASHTRA,Nashik,20.600717,74.200876,0,0.00,02-07-2016,---,---,Kirloskar Integrated Technologies Pvt Ltd
43025,3.30,GUJARAT,Ahmadabad,23.08754,72.550473,227699,68310.00,31-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43021,10.00,TAMIL NADU,Dindigul,10.3863821,78.0152577,840000,225000.00,26-08-2016,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
43020,21.60,MAHARASHTRA,Nashik,20.516961332903,74.346488714218,0,0.00,08-06-2016,---,---,Kirloskar Integrated Technologies Pvt Ltd
43019,5.00,TAMIL NADU,Thiruvarur,10.5341003,79.655824199999,420000,112500.00,05-08-2016,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
43018,20.40,MAHARASHTRA,Amravati,20.8929217,77.746069400000,0,0.00,23-02-2017,---,---,Kirloskar Integrated Technologies Pvt Ltd
43016,12.00,TAMIL NADU,Tiruchirappalli,10.5749036,78.441089499999,1079400,270000.00,15-09-2016,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
43011,5.00,MAHARASHTRA,Solapur,18.4072996,74.233339500000,0,0.00,01-02-2017,---,---,Kirloskar Integrated Technologies Pvt Ltd
43010,3.50,GUJARAT,Surat,23.030467,72.463153,241500,72450.00,15-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43008,12.00,MAHARASHTRA,Solapur,18.4072996,74.233339500000,0,0.00,01-02-2017,---,---,Kirloskar Integrated Technologies Pvt Ltd
43007,10.00,KARNATAKA,Bangalore,13.0617351,77.518804899999,0,0.00,11-07-2017,---,---,ANU SOLAR POWER PRIVATE LIMITED
43005,3.00,GUJARAT,Vadodara,22.295824415196,73.172957897186,207000,62100.00,03-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
43004,40.56,MADHYA PRADESH,Bhopal,23.224253507902,77.411716673523,0,973440.00,10-03-2017,5/25/2013-14/RT,2013-2014,M.P.Madhya Kshetra Vidyut Vitran Co.
43003,15.00,MAHARASHTRA,Solapur,18.4072996,74.233339500000,0,0.00,15-01-2017,---,---,Kirloskar Integrated Technologies Pvt Ltd
42999,10.00,MAHARASHTRA,Solapur,18.4072996,74.233339500000,1254000,0.00,25-06-2017,---,---,Kirloskar Integrated Technologies Pvt Ltd
42998,3.00,GUJARAT,Vadodara,22.315644187296,73.156585693359,207000,62100.00,09-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42997,144.00,HARYANA,Rewari,28.218,76.754,0,0.00,29-06-2017,---,---,Renew Solar Energy Pvt. Ltd.
42966,56.16,MADHYA PRADESH,Bhopal,23.2063015,77.425433,0,1347840.00,31-03-2017,5/25/2013-14/RT,2013-2014,M.P.Madhya Kshetra Vidyut Vitran Co.
42963,30.00,HARYANA,Gurgaon,28.576,77.194,0,0.00,31-05-2017,---,---,Renew Solar Energy Pvt. Ltd.
42961,1000.00,NCT OF DELHI,Central,25.1275876,75.891340500000,0,0.00,28-05-2017,---,---,Renew Solar Energy Pvt. Ltd.
42959,105.04,MADHYA PRADESH,Bhopal,23.2465731,77.397932299999,0,2520960.00,31-03-2017,5/25/2013-14/RT,2013-2014,M.P.Madhya Kshetra Vidyut Vitran Co.
42958,336.00,HARYANA,Rewari,28.2152618,76.787974800000,0,0.00,20-04-2017,---,---,Renew Solar Energy Pvt. Ltd.
42907,2.00,GUJARAT,Vadodara,22.3089953,73.1324376,138000,41400.00,10-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42903,5.00,GUJARAT,Ahmadabad,23.036406,72.561066,344999,103500.00,11-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42901,2.00,GUJARAT,Vadodara,22.291346,73.233777899999,138000,41400.00,12-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42900,30.00,KERALA,Kottayam,9.699144,76.635414,2310000,663411.00,05-04-2017,5/38/2013-14/RT,2014-2015,"Agency for Non-Conventional Energy and  Rural Technology (ANERT),"
42899,2.00,GUJARAT,Vadodara,22.34,73.20,138000,48000.00,12-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42893,12.00,GUJARAT,Kheda,22.691344,72.862601999999,0,0.00,15-06-2017,---,---,Optimized Solutions Pvt. Ltd.
42892,1.50,GUJARAT,Vadodara,22.3338348,73.179376899999,103500,31050.00,02-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42891,20.00,KERALA,Kottayam,9.6990616609730,76.635515178472,1599000,444710.00,05-04-2017,5/38/2013-14/RT,2014-2015,"Agency for Non-Conventional Energy and  Rural Technology (ANERT),"
42890,3.00,GUJARAT,Vadodara,22.31,73.12,207000,62100.00,18-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42889,51.20,MAHARASHTRA,Nagpur,21.207292543201,79.150584430026,2900000,0.00,05-06-2017,---,---,Business Algorithms P Ltd.
42884,6.25,GUJARAT,Kheda,22.691344,72.862601999999,0,0.00,15-06-2017,---,---,Optimized Solutions Pvt. Ltd.
42880,5.00,GUJARAT,Kheda,22.691344,72.862601999999,0,0.00,15-06-2017,---,---,Optimized Solutions Pvt. Ltd.
42875,3.00,GUJARAT,Vadodara,22.3155157,73.138388599999,207000,62100.00,01-06-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42873,2.00,GUJARAT,Vadodara,22.2867662,73.149712099999,138000,41400.00,10-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42868,4.00,GUJARAT,Vadodara,22.2124002,73.231566100000,276000,82800.00,10-05-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42858,20.00,HARYANA,Gurgaon,28.4089123,77.317789400000,0,0.00,19-06-2017,---,---,Aryav Green Energy Pvt Ltd
42857,100.00,TELANGANA,Hyderabad,17.0188263,81.807980100000,0,0.00,10-02-2017,---,---,CIRA RENEWABLE ENERGY PVT.LTD
42855,1.20,GUJARAT,Vadodara,22.306449,73.1404306,82800,24840.00,18-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42852,25.00,GUJARAT,Rajkot,22.2794398,70.774551500000,0,0.00,25-03-2017,---,---,Neety Euro Asia Solar Energy
42851,2.10,GUJARAT,Vadodara,22.328815,73.177729,144900,43470.00,15-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42849,1000.00,RAJASTHAN,Bhilwara,25.67,74.61,0,0.00,16-03-2017,---,---,ENRICH ENERGY PVT LTD
42848,30.00,GUJARAT,Rajkot,22.2962305,70.8173286,0,0.00,28-03-2017,---,---,Neety Euro Asia Solar Energy
42847,45.00,GUJARAT,Rajkot,22.2962305,70.8173286,0,0.00,28-03-2017,---,---,Neety Euro Asia Solar Energy
42842,25.00,GUJARAT,Rajkot,22.2962305,70.8173286,0,0.00,28-03-2017,---,---,Neety Euro Asia Solar Energy
42839,5.00,GUJARAT,Ahmadabad,23.070268,72.70252,345000,103500.00,27-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42835,2.00,GUJARAT,Sabar Kantha,23.593850822326,72.977335341274,138000,41400.00,17-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42832,3.90,GUJARAT,Ahmadabad,22.999933,72.518837,269099,80730.00,02-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42831,3.00,GUJARAT,Surat,21.194623,72.788337,207000,62100.00,31-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
42822,5.00,NCT OF DELHI,New Delhi,28.587968984063,77.234765309840,0,0.00,15-07-2017,---,---,Elcomponics Technologies India Pvt Ltd
42817,75.00,TELANGANA,Hyderabad,17.5287165,78.514969100000,0,0.00,11-07-2016,---,---,CIRA RENEWABLE ENERGY PVT.LTD
42815,25.00,NCT OF DELHI,New Delhi,28.5759413,77.194910599999,0,0.00,30-03-2017,---,---,UNEECOPS TENCHNOLOGIES LTD
42813,60.00,TELANGANA,Hyderabad,17.4436285,78.500652700000,0,0.00,07-05-2016,---,---,CIRA RENEWABLE ENERGY PVT.LTD
42812,50.00,NCT OF DELHI,Central,28.6599426,77.229728000000,0,0.00,08-04-2017,---,---,UNEECOPS TENCHNOLOGIES LTD
42755,2.00,GUJARAT,Surendranagar,22.7201319,71.649536000000,138000,41400.00,02-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
